CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
138,115,5,1,1,female,college degree,broken English,Iraq,nurse,5+ years,interviews with employer,escape persecution,six months with family
138,115,5,2,0,female,two-year college,used interpreter,Mexico,gardener,1-2 years,interviews with employer,seek better job,once w/o authorization
139,116,1,1,1,male,4th grade,broken English,Somalia,waiter,5+ years,contract with employer,escape persecution,many times as tourist
139,116,1,2,0,female,two-year college,tried English but unable,India,research scientist,5+ years,interviews with employer,seek better job,six months with family
139,116,2,1,1,female,8th grade,tried English but unable,Mexico,gardener,5+ years,contract with employer,seek better job,six months with family
139,116,2,2,0,male,4th grade,fluent English,India,janitor,5+ years,no plans to look for work,reunite with family,six months with family
139,116,3,1,1,male,graduate degree,broken English,Sudan,nurse,5+ years,contract with employer,escape persecution,six months with family
139,116,3,2,0,female,high school,used interpreter,Germany,child care provider,5+ years,no plans to look for work,seek better job,never
139,116,4,1,0,female,4th grade,used interpreter,Sudan,gardener,3-5 years,interviews with employer,escape persecution,once w/o authorization
139,116,4,2,1,male,4th grade,used interpreter,Sudan,construction worker,5+ years,contract with employer,reunite with family,once w/o authorization
139,116,5,1,1,female,two-year college,tried English but unable,Poland,financial analyst,5+ years,will look for work,reunite with family,many times as tourist
139,116,5,2,0,female,high school,used interpreter,Poland,nurse,5+ years,interviews with employer,reunite with family,once as tourist
140,117,1,1,0,male,4th grade,tried English but unable,France,construction worker,1-2 years,no plans to look for work,seek better job,once as tourist
140,117,1,2,1,male,college degree,tried English but unable,Philippines,research scientist,5+ years,interviews with employer,seek better job,many times as tourist
140,117,2,1,0,male,college degree,fluent English,Philippines,gardener,1-2 years,will look for work,seek better job,six months with family
140,117,2,2,1,female,high school,used interpreter,Iraq,janitor,none,no plans to look for work,reunite with family,once w/o authorization
140,117,3,1,1,female,8th grade,broken English,Sudan,waiter,3-5 years,will look for work,escape persecution,many times as tourist
140,117,3,2,0,female,high school,tried English but unable,France,construction worker,3-5 years,interviews with employer,reunite with family,never
140,117,4,1,1,male,high school,fluent English,Poland,waiter,5+ years,no plans to look for work,reunite with family,once as tourist
140,117,4,2,0,male,no formal,used interpreter,Iraq,teacher,5+ years,no plans to look for work,seek better job,once as tourist
140,117,5,1,0,male,high school,fluent English,Philippines,janitor,none,contract with employer,seek better job,never
140,117,5,2,1,male,college degree,used interpreter,Philippines,computer programmer,1-2 years,interviews with employer,reunite with family,never
141,118,1,1,0,female,high school,broken English,Iraq,nurse,1-2 years,interviews with employer,escape persecution,six months with family
141,118,1,2,1,male,8th grade,fluent English,Philippines,gardener,5+ years,will look for work,seek better job,once w/o authorization
141,118,2,1,0,female,no formal,broken English,France,gardener,1-2 years,interviews with employer,seek better job,once w/o authorization
141,118,2,2,1,female,college degree,fluent English,Germany,doctor,3-5 years,interviews with employer,reunite with family,many times as tourist
141,118,3,1,0,female,8th grade,fluent English,France,waiter,none,no plans to look for work,reunite with family,once w/o authorization
141,118,3,2,1,female,graduate degree,broken English,India,nurse,none,no plans to look for work,seek better job,many times as tourist
141,118,4,1,0,female,high school,fluent English,China,gardener,3-5 years,will look for work,escape persecution,once as tourist
141,118,4,2,1,female,college degree,broken English,France,financial analyst,3-5 years,contract with employer,reunite with family,once as tourist
141,118,5,1,1,female,two-year college,tried English but unable,Iraq,gardener,3-5 years,contract with employer,seek better job,six months with family
141,118,5,2,0,female,high school,fluent English,Poland,janitor,none,interviews with employer,reunite with family,never
142,119,1,1,0,female,high school,tried English but unable,France,construction worker,3-5 years,no plans to look for work,seek better job,once as tourist
142,119,1,2,1,female,no formal,used interpreter,Poland,construction worker,5+ years,contract with employer,reunite with family,once as tourist
142,119,2,1,1,male,8th grade,tried English but unable,Somalia,teacher,5+ years,will look for work,seek better job,never
142,119,2,2,0,female,two-year college,broken English,France,janitor,1-2 years,contract with employer,reunite with family,once w/o authorization
142,119,3,1,0,female,8th grade,used interpreter,China,construction worker,3-5 years,will look for work,seek better job,six months with family
142,119,3,2,1,male,two-year college,fluent English,India,doctor,3-5 years,interviews with employer,reunite with family,many times as tourist
142,119,4,1,0,male,8th grade,tried English but unable,Somalia,construction worker,1-2 years,interviews with employer,seek better job,never
142,119,4,2,1,female,two-year college,used interpreter,Mexico,computer programmer,3-5 years,contract with employer,reunite with family,once as tourist
142,119,5,1,1,female,college degree,fluent English,India,computer programmer,1-2 years,contract with employer,reunite with family,six months with family
142,119,5,2,0,male,graduate degree,fluent English,India,janitor,3-5 years,interviews with employer,reunite with family,once w/o authorization
143,120,1,1,1,female,high school,tried English but unable,Iraq,gardener,1-2 years,contract with employer,escape persecution,many times as tourist
143,120,1,2,0,female,two-year college,fluent English,Philippines,child care provider,3-5 years,contract with employer,reunite with family,once as tourist
143,120,2,1,1,male,college degree,broken English,Sudan,doctor,none,will look for work,escape persecution,never
143,120,2,2,0,female,no formal,used interpreter,Somalia,gardener,1-2 years,will look for work,seek better job,once w/o authorization
143,120,3,1,1,female,4th grade,used interpreter,China,construction worker,3-5 years,contract with employer,escape persecution,many times as tourist
143,120,3,2,0,female,high school,used interpreter,Sudan,construction worker,3-5 years,contract with employer,seek better job,six months with family
143,120,4,1,1,male,college degree,fluent English,China,gardener,5+ years,interviews with employer,reunite with family,six months with family
143,120,4,2,0,female,two-year college,fluent English,France,construction worker,none,no plans to look for work,seek better job,many times as tourist
143,120,5,1,0,female,4th grade,fluent English,Mexico,gardener,1-2 years,contract with employer,seek better job,never
143,120,5,2,1,male,two-year college,tried English but unable,Somalia,teacher,1-2 years,will look for work,escape persecution,once as tourist
144,121,1,1,0,male,high school,used interpreter,France,construction worker,1-2 years,no plans to look for work,reunite with family,six months with family
144,121,1,2,1,female,two-year college,fluent English,India,child care provider,none,interviews with employer,seek better job,many times as tourist
144,121,2,1,1,male,4th grade,tried English but unable,Germany,construction worker,1-2 years,will look for work,seek better job,never
144,121,2,2,0,female,no formal,fluent English,India,janitor,none,no plans to look for work,seek better job,many times as tourist
144,121,3,1,1,female,two-year college,fluent English,Iraq,gardener,1-2 years,interviews with employer,escape persecution,once as tourist
144,121,3,2,0,male,high school,used interpreter,Philippines,nurse,none,will look for work,reunite with family,once as tourist
144,121,4,1,1,female,no formal,used interpreter,Philippines,teacher,5+ years,interviews with employer,reunite with family,many times as tourist
144,121,4,2,0,male,no formal,broken English,India,janitor,none,contract with employer,reunite with family,once as tourist
144,121,5,1,0,female,no formal,tried English but unable,France,child care provider,none,no plans to look for work,seek better job,never
144,121,5,2,1,male,two-year college,tried English but unable,Philippines,doctor,3-5 years,will look for work,reunite with family,once as tourist
145,122,1,1,0,male,8th grade,tried English but unable,Iraq,janitor,none,interviews with employer,reunite with family,never
145,122,1,2,1,female,graduate degree,tried English but unable,France,gardener,5+ years,interviews with employer,reunite with family,once w/o authorization
